nivel;confiabilidade;FAIXA_SCORE;OPERACAO;IDENTIFICA_GRUPO_MODELO;CANAL_PCO_AJUSTADO;taxa_conversao_ref;taxa_fpd_ref;n_aprovados;n_convertidos;n_maus;vars_usadas
2;MEDIA;R01;MOVEL;G1 - CLIENTE RELACION BOM;;0.4767823009;0.051779028;673301;321018;16622;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;MOVEL;G2 - EX CLIENTE RELACION BOM;;0.5228622125;0.2634601579;29306;15323;4037;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;MOVEL;G3 - CLIENTE NOVO;;0.5792880615;0.292563081;90991;52710;15421;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;MOVEL;G4 - PRE PAGO SEM DIVIDA;;0.5792467776;0.1401199652;111096;64352;9017;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;MOVEL;G5 - CLIENTE COM DIVIDA;;0.4005007704;0.113542368;51920;20794;2361;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;MOVEL;G6 - EX CLIENTE COM DIVIDA;;0.5391623434;0.3156536024;7903;4261;1345;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;MOVEL;G7 - PRE PAGO COM DIVIDA;;0.57505892;0.2090163934;9759;5612;1173;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;;0.3254326196;0.0123342288;288244;93804;1157;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;;0.4033542267;0.0499790004;5903;2381;119;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;VIVO_TOTAL;G3 - CLIENTE NOVO;;0.3971849866;0.0529868377;14920;5926;314;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;;0.4371330938;0.0368811385;11413;4989;184;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R01;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;;0.2678550623;0.0280556764;17166;4598;129;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;FIXA;G1 - CLIENTE RELACION BOM;;0.4226519671;0.0274015748;82633;34925;957;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;FIXA;G2 - EX CLIENTE RELACION BOM;;0.5567596857;0.0450121655;7382;4110;185;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;FIXA;G3 - CLIENTE NOVO;;0.6075065797;0.0428831544;26217;15927;683;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;FIXA;G4 - PRE PAGO SEM DIVIDA;;0.4744852283;0.0405660377;4468;2120;86;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;FIXA;G5 - CLIENTE COM DIVIDA;;0.3136253352;0.0712540717;7831;2456;175;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;FIXA;G6 - EX CLIENTE COM DIVIDA;;0.5345833333;0.0709275136;2400;1283;91;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;MOVEL;G0 - CLIENTE ALTO VALOR;;0.3629980156;0.0988225399;6551;2378;235;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;MOVEL;G1 - CLIENTE RELACION BOM;;0.4789271084;0.0535505673;566581;271351;14531;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;MOVEL;G2 - EX CLIENTE RELACION BOM;;0.5106863197;0.2438892397;21710;11087;2704;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;MOVEL;G3 - CLIENTE NOVO;;0.5597384063;0.2712015446;72173;40398;10956;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;MOVEL;G4 - PRE PAGO SEM DIVIDA;;0.5815921137;0.1473396589;114527;66608;9814;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;MOVEL;G5 - CLIENTE COM DIVIDA;;0.3989842965;0.1296320431;57694;23019;2984;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;MOVEL;G6 - EX CLIENTE COM DIVIDA;;0.5333680239;0.2819512195;7687;4100;1156;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;MOVEL;G7 - PRE PAGO COM DIVIDA;;0.5789361248;0.22300123;14043;8130;1813;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;;0.3137917787;0.0171553624;208240;65344;1121;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;;0.3925033467;0.0552523874;3735;1466;81;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;VIVO_TOTAL;G3 - CLIENTE NOVO;;0.3823760047;0.0699820559;10202;3901;273;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;;0.4382022472;0.0422494172;7832;3432;145;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R02;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;;0.2561690613;0.050804829;15521;3976;202;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;FIXA;G1 - CLIENTE RELACION BOM;;0.4012940976;0.0270791545;64601;25924;702;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;FIXA;G2 - EX CLIENTE RELACION BOM;;0.5560480148;0.0451677184;5415;3011;136;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;FIXA;G3 - CLIENTE NOVO;;0.5901441704;0.0432414028;19907;11748;508;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;FIXA;G4 - PRE PAGO SEM DIVIDA;;0.4557842047;0.0408785845;3596;1639;67;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;FIXA;G5 - CLIENTE COM DIVIDA;;0.3022985161;0.0880654475;6874;2078;183;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;FIXA;G6 - EX CLIENTE COM DIVIDA;;0.5173561579;0.0726102941;2103;1088;79;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;MOVEL;G0 - CLIENTE ALTO VALOR;;0.3849631216;0.0982694685;4203;1618;159;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;MOVEL;G1 - CLIENTE RELACION BOM;;0.484253543;0.0571241867;515100;249439;14249;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;MOVEL;G2 - EX CLIENTE RELACION BOM;;0.5133007461;0.2389735365;19435;9976;2384;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;MOVEL;G3 - CLIENTE NOVO;;0.5644249572;0.2737853566;65456;36945;10115;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;MOVEL;G4 - PRE PAGO SEM DIVIDA;;0.5799015922;0.1590625615;105073;60932;9692;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;MOVEL;G5 - CLIENTE COM DIVIDA;;0.3963514449;0.1436797585;63532;25181;3618;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;MOVEL;G6 - EX CLIENTE COM DIVIDA;;0.5464747499;0.2801339286;8198;4480;1255;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;MOVEL;G7 - PRE PAGO COM DIVIDA;;0.5819610562;0.2410643368;17307;10072;2428;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;;0.3063714132;0.01952087;159682;48922;955;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;;0.3843803056;0.0671378092;2945;1132;76;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;VIVO_TOTAL;G3 - CLIENTE NOVO;;0.3794245261;0.0743304243;8758;3323;247;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;;0.4050632911;0.0541424419;6794;2752;149;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R03;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;;0.263933121;0.0536953243;12560;3315;178;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;FIXA;G1 - CLIENTE RELACION BOM;;0.3915296905;0.0252028607;74283;29084;733;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;FIXA;G2 - EX CLIENTE RELACION BOM;;0.5216005101;0.0449266504;6273;3272;147;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;FIXA;G3 - CLIENTE NOVO;;0.5727765412;0.051364366;20666;11837;608;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;FIXA;G4 - PRE PAGO SEM DIVIDA;;0.4344344344;0.0414746544;3996;1736;72;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;FIXA;G5 - CLIENTE COM DIVIDA;;0.308793456;0.0751850409;8313;2567;193;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;FIXA;G6 - EX CLIENTE COM DIVIDA;;0.5260416667;0.08073115;2496;1313;106;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;MOVEL;G0 - CLIENTE ALTO VALOR;;0.3939842209;0.0957446809;4056;1598;153;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;MOVEL;G1 - CLIENTE RELACION BOM;;0.4789296062;0.0613954804;561214;268782;16502;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;MOVEL;G2 - EX CLIENTE RELACION BOM;;0.5103187806;0.249339207;22241;11350;2830;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;MOVEL;G3 - CLIENTE NOVO;;0.5669138104;0.2855726925;72967;41366;11813;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;MOVEL;G4 - PRE PAGO SEM DIVIDA;;0.5822830884;0.1726519769;109895;63990;11048;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;MOVEL;G5 - CLIENTE COM DIVIDA;;0.3988587911;0.1577424933;79740;31805;5017;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;MOVEL;G6 - EX CLIENTE COM DIVIDA;;0.5483401546;0.2920882402;10995;6029;1761;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;MOVEL;G7 - PRE PAGO COM DIVIDA;;0.5833113282;0.2622604497;22722;13254;3476;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;;0.3042570342;0.0198965168;184847;56241;1119;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;;0.3841134752;0.0738552437;3525;1354;100;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;VIVO_TOTAL;G3 - CLIENTE NOVO;;0.3824737106;0.0827441739;9985;3819;316;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;;0.4103817197;0.060830383;7571;3107;189;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;;0.2624484182;0.0642033543;14540;3816;245;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R04;VIVO_TOTAL;G6 - EX CLIENTE COM DIVIDA;;0.3620071685;0.1501650165;1674;606;91;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;FIXA;G1 - CLIENTE RELACION BOM;;0.3842185241;0.0288648614;81602;31353;905;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;FIXA;G2 - EX CLIENTE RELACION BOM;;0.5092321219;0.0520863309;6824;3475;181;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;FIXA;G3 - CLIENTE NOVO;;0.5648804772;0.0514632524;21293;12028;619;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;FIXA;G4 - PRE PAGO SEM DIVIDA;;0.4321970639;0.0483592401;4019;1737;84;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;FIXA;G5 - CLIENTE COM DIVIDA;;0.3008734436;0.0827671402;10762;3238;268;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;FIXA;G6 - EX CLIENTE COM DIVIDA;;0.5200617284;0.0979228487;3240;1685;165;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;MOVEL;G0 - CLIENTE ALTO VALOR;;0.3761827833;0.1030674847;4333;1630;168;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;MOVEL;G1 - CLIENTE RELACION BOM;;0.4727428368;0.0695554626;586433;277232;19283;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;MOVEL;G2 - EX CLIENTE RELACION BOM;;0.5124209848;0.2486839004;24837;12727;3165;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;MOVEL;G3 - CLIENTE NOVO;;0.5620323579;0.2919541832;76581;43041;12566;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;MOVEL;G4 - PRE PAGO SEM DIVIDA;;0.5829972451;0.1915949457;115793;67507;12934;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;MOVEL;G5 - CLIENTE COM DIVIDA;;0.3961934924;0.1668491128;99146;39281;6554;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;MOVEL;G6 - EX CLIENTE COM DIVIDA;;0.5297434839;0.2894975983;14541;7703;2230;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;MOVEL;G7 - PRE PAGO COM DIVIDA;;0.5888324873;0.2825107054;30141;17748;5014;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;;0.3028830671;0.0217897154;214251;64893;1414;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;;0.3919882035;0.0896551724;4069;1595;143;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;VIVO_TOTAL;G3 - CLIENTE NOVO;;0.3773808439;0.0903163487;10973;4141;374;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;;0.4153695306;0.067571555;8159;3389;229;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;;0.24908386;0.0652452026;18829;4690;306;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R05;VIVO_TOTAL;G6 - EX CLIENTE COM DIVIDA;;0.3424214418;0.1578947368;2164;741;117;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;FIXA;G1 - CLIENTE RELACION BOM;;0.3681294424;0.032200036;90604;33354;1074;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;FIXA;G2 - EX CLIENTE RELACION BOM;;0.5132622368;0.0567394779;7314;3754;213;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;FIXA;G3 - CLIENTE NOVO;;0.5534501251;0.0629037468;22376;12384;779;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;FIXA;G4 - PRE PAGO SEM DIVIDA;;0.4200047973;0.0565391205;4169;1751;99;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;FIXA;G5 - CLIENTE COM DIVIDA;;0.2946680427;0.095727294;14535;4283;410;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;FIXA;G6 - EX CLIENTE COM DIVIDA;;0.5116227585;0.1038511467;4517;2311;240;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;MOVEL;G0 - CLIENTE ALTO VALOR;;0.3900666263;0.099378882;4953;1932;192;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;MOVEL;G1 - CLIENTE RELACION BOM;;0.4682972271;0.0812994995;634424;297099;24154;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;MOVEL;G2 - EX CLIENTE RELACION BOM;;0.5194974308;0.2557414809;28414;14761;3775;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;MOVEL;G3 - CLIENTE NOVO;;0.5531590906;0.2965073767;84059;46498;13787;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;MOVEL;G4 - PRE PAGO SEM DIVIDA;;0.5884538505;0.2095007196;131074;77131;16159;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;MOVEL;G5 - CLIENTE COM DIVIDA;;0.3962953535;0.1890799169;133562;52930;10008;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;MOVEL;G6 - EX CLIENTE COM DIVIDA;;0.5255992897;0.3097785285;20274;10656;3301;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;MOVEL;G7 - PRE PAGO COM DIVIDA;;0.5918169434;0.3134875736;43309;25631;8035;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;;0.3017974334;0.0265516143;239230;72199;1917;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;;0.3792794809;0.0967551622;4469;1695;164;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;VIVO_TOTAL;G3 - CLIENTE NOVO;;0.3748221311;0.1134435016;11947;4478;508;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;;0.4081815134;0.0706462212;8947;3652;258;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;;0.2440916828;0.0742783004;25261;6166;458;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R06;VIVO_TOTAL;G6 - EX CLIENTE COM DIVIDA;;0.3284647842;0.1768774704;3081;1012;179;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;FIXA;G1 - CLIENTE RELACION BOM;;0.350763093;0.0402463237;84721;29717;1196;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;FIXA;G2 - EX CLIENTE RELACION BOM;;0.5145645875;0.0660936574;6557;3374;223;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;FIXA;G3 - CLIENTE NOVO;;0.5528406188;0.0817578355;21527;11901;973;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;FIXA;G4 - PRE PAGO SEM DIVIDA;;0.4411350844;0.0749601276;4264;1881;141;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;FIXA;G5 - CLIENTE COM DIVIDA;;0.2783344851;0.1046968756;17364;4833;506;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;FIXA;G6 - EX CLIENTE COM DIVIDA;;0.4909645112;0.111308204;4593;2255;251;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;MOVEL;G0 - CLIENTE ALTO VALOR;;0.3754459601;0.1201788709;4765;1789;215;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;MOVEL;G1 - CLIENTE RELACION BOM;;0.4661780171;0.094459511;601931;280607;26506;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;MOVEL;G2 - EX CLIENTE RELACION BOM;;0.5117954969;0.2692819615;27892;14275;3844;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;MOVEL;G3 - CLIENTE NOVO;;0.5418586008;0.3162206324;83579;45288;14321;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;MOVEL;G4 - PRE PAGO SEM DIVIDA;;0.5930039391;0.2306685424;137849;81745;18856;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;MOVEL;G5 - CLIENTE COM DIVIDA;;0.3930635838;0.2103740409;159160;62560;13161;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;MOVEL;G6 - EX CLIENTE COM DIVIDA;;0.5750173853;0.3397581255;23008;13230;4495;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;MOVEL;G7 - PRE PAGO COM DIVIDA;;0.5962576961;0.3447360831;58146;34670;11952;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;;0.2979000194;0.033222138;221383;65950;2191;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;;0.3755501222;0.1145833333;4090;1536;176;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;VIVO_TOTAL;G3 - CLIENTE NOVO;;0.3536554301;0.1337334934;11777;4165;557;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;;0.4156431054;0.0903261779;8630;3587;324;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;;0.244297381;0.0845821326;28408;6940;587;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;VIVO_TOTAL;G6 - EX CLIENTE COM DIVIDA;;0.4026041667;0.1565329884;1920;773;121;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R07;VIVO_TOTAL;G7 - PRE PAGO COM DIVIDA;;0.3876958793;0.1526946108;1723;668;102;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;FIXA;G1 - CLIENTE RELACION BOM;;0.3427784175;0.0483503299;72948;25005;1209;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;FIXA;G2 - EX CLIENTE RELACION BOM;;0.5091093117;0.0798542081;5928;3018;241;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;FIXA;G3 - CLIENTE NOVO;;0.563595441;0.0864984281;20882;11769;1018;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;FIXA;G4 - PRE PAGO SEM DIVIDA;;0.4221629486;0.0723721999;4124;1741;126;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;FIXA;G5 - CLIENTE COM DIVIDA;;0.2744464199;0.1158225363;18561;5094;590;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;FIXA;G6 - EX CLIENTE COM DIVIDA;;0.4984267999;0.134051244;5403;2693;361;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;FIXA;G7 - PRE PAGO COM DIVIDA;;0.3988226637;0.1273062731;1359;542;69;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;MOVEL;G0 - CLIENTE ALTO VALOR;;0.3811015401;0.1150684932;3831;1460;168;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;MOVEL;G1 - CLIENTE RELACION BOM;;0.4689113028;0.1109298656;560863;262995;29174;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;MOVEL;G2 - EX CLIENTE RELACION BOM;;0.5129296116;0.2840389016;27263;13984;3972;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;MOVEL;G3 - CLIENTE NOVO;;0.5274344634;0.3268169223;86898;45833;14979;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;MOVEL;G4 - PRE PAGO SEM DIVIDA;;0.6000379514;0.2583040719;152827;91702;23687;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
2;MEDIA;R08;MOVEL;G5 - CLIENTE COM DIVIDA;;0.3940052925;0.2441149089;190835;75190;18355;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO
